ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DG00P016	DG00P017	DG00P049	DG00P054	DG00P060	DG00P076	DG00P081	DG00P083	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083
ASV_57	3.033	14.792	0.0334804926235859	0.453671766688701	NotSig	3.376	0.369	0.046	0.037	0.018	0.001	0.046	0	0.141	26.721	0.099	0.044	0.018	0.003	0.14	0.228	0.02	0.103	2.671
ASV_128	-4.155	7.988	0.0342548359760355	0.453671766688701	NotSig	0.001	0.041	0	0	0.007	0	0.003	0	0	0	0	0	0	0	0.001	0.365	0	0	0
ASV_109	2.264	9.042	0.0348978282068231	0.453671766688701	NotSig	0.075	0.014	0.01	0.012	0.001	0.019	0.018	0.015	0.495	0.03	0.021	0.019	0	0.006	0.032	0.002	0.002	0.031	0.009
ASV_38	2.099	12.257	0.0385318820681226	0.465134862108052	NotSig	0.607	0.138	0.143	3.793	0.03	0.064	0.018	0.147	0.542	0.123	0.278	0.263	0.014	0.07	0.065	0.08	0.013	0.339	0.124
ASV_41	1.879	12.172	0.0594309555702008	0.61232995780191	NotSig	0.646	0.154	0.029	0.059	0.093	0.613	0.852	0.174	3.31	0.039	0.135	0.002	0.047	0.219	0.264	0.255	0.412	0.029	0.022
ASV_177	-2.036	8.636	0.0601018562074769	0.61232995780191	NotSig	0.013	0.044	0.02	0.003	0.001	0	0.032	0.038	0.007	0.004	0	0.077	0.02	0.003	0.022	0.142	0.015	0.004	0.109
ASV_119	2.087	11.44	0.0615953211990087	0.61232995780191	NotSig	0.412	0.101	0.041	0.086	0.013	0.055	0.008	0.006	3.012	0.076	0.664	0.033	0.006	0.001	0.083	0.026	0.016	0.05	0.034
ASV_46	-1.631	13.687	0.0679052694672741	0.637555029998296	NotSig	0.524	1.64	0.845	0.589	0.374	0.136	0.745	0.772	0.231	0.499	0.489	0.965	0.419	5.205	0.372	6.406	0.285	0.371	0.247
ASV_11	-2.017	15.658	0.0792780985712954	0.638791091952775	NotSig	1.744	4.091	3.683	0.878	0.066	1.091	0.23	0.117	6.317	1.568	1.948	0.604	0.029	0.152	0.92	0.277	0.17	31.595	1.127
ASV_50	-2.097	11.782	0.0821547428973014	0.638791091952775	NotSig	0.136	0.315	0.024	0.06	0.02	0.146	0.04	0.795	0.005	0	0.008	0.049	0.02	0.268	0.035	0.103	2.334	0.018	0.001
ASV_70	1.754	11.35	0.0866511907767081	0.638791091952775	NotSig	0.361	0.114	0.519	0.011	0.174	1.332	0.04	0.621	0.188	0.004	0.376	0.016	0.108	0.093	0.209	0.202	0.013	0	0.007
ASV_7	1.708	14.572	0.086883265564495	0.638791091952775	NotSig	2.812	1.154	0.683	16.696	0.047	0.457	0.797	0.315	1.757	1.745	1.416	2.244	0.061	0.113	4.802	0.209	0.089	0.794	0.661
ASV_90	1.731	11.579	0.0869360657687209	0.638791091952775	NotSig	0.351	0.094	0.284	0.049	0.049	0.031	0.015	0.017	0.742	1.621	0.141	0.025	0.05	0.02	0.068	0.074	0.013	0.066	0.388
ASV_113	-2.031	14.775	0.0936451978521443	0.65941826820885	NotSig	0.794	2.222	0.719	0.269	0.012	0.173	0.214	0.234	1.351	3.377	0.961	0.282	0.017	0.036	0.704	0.017	0.005	16.739	1.242
ASV_118	-2.243	9.994	0.100335626341022	0.676087319183025	NotSig	0.025	0.094	0	0	0.055	0.011	0.088	0.043	0.004	0.004	0	0	0.008	0.366	0.071	0	0.005	0.396	0.004
ASV_32	1.719	13.609	0.104013433720465	0.676087319183025	NotSig	2.045	0.561	10.183	0.139	0.06	3.125	0.104	2.598	0.145	0.009	3.242	0.272	0.199	0.251	0.142	0.618	0.307	0.006	0.011
ASV_158	-2.199	9.882	0.11608716535665	0.726619664639775	NotSig	0.028	0.071	0.124	0	0.022	0.004	0	0.009	0.034	0.034	0.005	0	0.001	0.015	0	0.01	0	0.581	0.026
ASV_106	-2.019	9.932	0.127977484362077	0.759025765868772	NotSig	0.029	0.079	0	0.001	0.01	0.003	0.088	0	0.107	0.025	0	0.018	0.008	0.009	0.098	0.003	0	0.559	0.015
ASV_86	-1.762	9.649	0.134297796424901	0.759025765868772	NotSig	0.027	0.075	0	0	0.026	0.045	0.05	0.028	0.046	0.019	0	0	0.026	0.118	0.121	0.104	0.002	0.289	0.015
ASV_26	-1.393	12.401	0.13473830163351	0.759025765868772	NotSig	0.221	0.46	0.18	0.149	0.082	0.055	0.092	0.223	0.236	0.748	0.241	0.191	0.157	0.267	0.267	0.18	0.124	0.131	2.579
ASV_27	-1.55	12.982	0.141941563571471	0.767765206374575	NotSig	0.326	0.686	0.228	1.264	0.068	0.043	0.053	0.576	0.188	0.191	0.287	0.78	0.007	0.045	0.149	0.12	0.012	0.759	4.017
ASV_88	1.682	11.541	0.145375660378618	0.767765206374575	NotSig	0.42	0.125	0.43	0.301	0	0.036	0.003	0.026	2.511	0.049	0.815	0.06	0.001	0.006	0.028	0.015	0.005	0.115	0.084
ASV_138	1.483	11.029	0.164101797146803	0.790267051109212	NotSig	0.256	0.083	0.01	0.046	0.004	1.517	0.008	0.34	0.111	0.011	0.008	0.098	0.013	0.033	0.005	0.325	0.076	0.172	0.012
ASV_183	-2.511	8.594	0.166171709790851	0.790267051109212	NotSig	0.008	0.041	0	0	0	0.055	0.005	0	0	0	0	0	0.05	0.309	0.005	0	0	0	0
ASV_39	1.32	11.175	0.166247548191267	0.790267051109212	NotSig	0.267	0.116	0.163	1.413	0.017	0.038	0.038	0.368	0.089	0.009	0.297	0.247	0.013	0.112	0.105	0.108	0.008	0.112	0.044
ASV_203	1.276	8.996	0.172555777941453	0.790267051109212	NotSig	0.054	0.028	0.041	0.218	0.006	0.018	0.026	0.002	0.107	0.014	0.033	0.081	0.005	0.019	0.078	0.012	0.008	0.003	0.012
ASV_48	-1.377	13.701	0.179524133713269	0.790267051109212	NotSig	0.524	1.764	0.612	0.424	1.488	0.116	1.31	0.187	0.021	0.034	0.447	10.844	2.133	0.596	1.181	0.089	0.508	0.057	0.022
ASV_96	-2.342	9.028	0.181040361808185	0.790267051109212	NotSig	0.013	0.038	0	0.004	0.001	0	0.051	0	0.046	0	0	0.002	0	0	0	0	0	0.338	0.001
ASV_101	1.765	6.459	0.199631997948988	0.790267051109212	NotSig	0.006	0.002	0	0	0.001	0.046	0	0.004	0	0	0	0	0.005	0.003	0	0.005	0.002	0	0
ASV_9	1.232	14.678	0.201998017135706	0.790267051109212	NotSig	2.606	1.25	0.762	1.209	0.136	0.455	0.47	1.356	1.375	15.086	2.486	2.743	0.098	0.119	1.052	0.877	0.112	1.203	2.556
ASV_69	1.345	11.372	0.202365648119087	0.790267051109212	NotSig	0.299	0.14	0.247	1.341	0.007	0.029	0.028	0.026	0.552	0.164	0.47	0.513	0.005	0.022	0.052	0.012	0	0.065	0.119
ASV_210	-1.31	9.288	0.203365326992872	0.790267051109212	NotSig	0.025	0.049	0.005	0.011	0.013	0.006	0.016	0.004	0.077	0.067	0.005	0.009	0.004	0.17	0.005	0.017	0.012	0.132	0.09
ASV_16	-1.298	11.924	0.205010609672907	0.790267051109212	NotSig	0.18	0.496	0.515	0.082	0.265	0.01	0.49	0.051	0.011	0.016	0.251	0.235	0.492	0.196	0.186	3.011	0.078	0.003	0.011
ASV_169	1.351	9.33	0.208327702415718	0.790267051109212	NotSig	0.072	0.025	0.012	0.001	0.063	0.362	0.011	0.123	0.004	0.002	0.01	0.012	0.062	0.038	0.012	0.048	0.04	0.001	0
ASV_53	1.148	9.157	0.211588596950865	0.790267051109212	NotSig	0.057	0.027	0.022	0.063	0.022	0.251	0.02	0.011	0.038	0.034	0.02	0.049	0.008	0.015	0.053	0.027	0	0.029	0.042
ASV_1	-1.233	17.014	0.217329399947517	0.790267051109212	NotSig	6.578	12.357	11.728	3.268	4.317	7.836	18.938	6.157	0.17	0.213	5.559	5.685	4.241	39.807	7.76	4.29	42.824	0.878	0.167
ASV_61	-1.584	11.181	0.219778410663509	0.790267051109212	NotSig	0.121	0.262	0.009	0.031	0.076	0.051	0.005	0.795	0	0	0.002	0.692	0.007	0.07	0.462	0.161	0.96	0	0
ASV_188	1.193	9.79	0.229504750700445	0.808047976424484	NotSig	0.109	0.037	0.133	0.015	0.038	0.005	0.015	0.023	0.61	0.032	0.056	0	0.03	0.016	0.025	0.062	0.102	0.032	0.007
ASV_6	-1.196	13.155	0.250250009125154	0.863107174329614	NotSig	0.492	1.18	0.162	0.19	0.398	0.513	0.914	1.739	0.02	0.002	0.238	0.857	0.268	3.534	4.034	1.553	0.13	0.007	0.003
ASV_220	-1.136	11.609	0.261013635432908	0.866330637896883	NotSig	0.157	0.399	0.269	0.236	0.154	0.243	0.145	0.196	0.005	0.005	0.223	2.409	0.131	0.428	0.121	0.062	0.196	0.022	0
ASV_15	-1.271	15.276	0.261437056406752	0.866330637896883	NotSig	1.819	3.186	1.175	1.945	0.047	0.208	0.194	0.451	6.633	3.897	3.797	1.048	0.02	0.065	0.639	0.127	0.02	1.355	21.601
ASV_870	1.157	11.029	0.278036559491299	0.899790044736714	NotSig	0.211	0.086	0.017	0.001	0.288	1.284	0.009	0.028	0.034	0.026	0.03	0.007	0.233	0.319	0.043	0.027	0.063	0.043	0.009
ASV_146	1.262	11.87	0.282182676751751	0.899790044736714	NotSig	0.326	0.168	0.024	0.061	2.059	0.238	0.175	0.053	0	0	0.031	0.067	0.524	0.371	0.353	0.122	0.043	0.001	0.001
ASV_108	1.134	10.683	0.298193620086898	0.908333544759177	NotSig	0.163	0.089	0.007	0.241	0.386	0.045	0.508	0.1	0.014	0	0.002	0.056	0.112	0.241	0.273	0.096	0.005	0.016	0
ASV_89	-0.978	10.309	0.302085161044796	0.908333544759177	NotSig	0.071	0.11	0.003	0.059	0.029	0.032	0.069	0.145	0.204	0.032	0.079	0.042	0.029	0.073	0.084	0.171	0.503	0.004	0.009
ASV_131	-1.773	10.549	0.314700592409774	0.908333544759177	NotSig	0.051	0.273	0	0	0	0.004	0.405	0	0	0.002	0	0	0	0.009	2.032	0.413	0	0	0.003
ASV_199	-1.159	8.136	0.319800361322245	0.908333544759177	NotSig	0.011	0.037	0.005	0.025	0.008	0.01	0.004	0.013	0.007	0.018	0.002	0	0.001	0	0.288	0.005	0.035	0	0.001
ASV_189	-0.843	11.078	0.324032272041404	0.908333544759177	NotSig	0.123	0.205	0.17	0.157	0.204	0.071	0.128	0.223	0.016	0.012	0.163	0.24	0.09	0.609	0.151	0.236	0.112	0.21	0.035
ASV_34	-0.893	11.241	0.330176587961516	0.908333544759177	NotSig	0.145	0.226	0.211	0.145	0.061	0.042	0.016	0.344	0.139	0.199	0.338	0.741	0.022	0.073	0.022	0.104	0.01	0.536	0.191
ASV_97	0.926	11.655	0.333936319356607	0.908333544759177	NotSig	0.297	0.167	0.082	0.196	0.011	0.112	0.132	0.106	0.175	1.56	0.153	0.321	0.013	0.032	0.28	0.055	0.015	0.101	0.531
ASV_142	-1.136	7.689	0.338504208685239	0.908333544759177	NotSig	0.007	0.016	0.002	0	0.026	0.019	0	0	0.009	0	0.002	0.005	0.008	0.099	0.001	0.009	0.016	0.003	0.003
ASV_83	-1.046	11.426	0.342980260345221	0.908333544759177	NotSig	0.195	0.259	0.476	0.053	0.032	0.028	0.067	0.899	0	0.002	0.154	0.364	0.44	0.074	0.059	0.519	0.711	0.004	0
ASV_110	1.189	12.048	0.348798418853608	0.908333544759177	NotSig	0.565	0.215	1.753	0.527	0.002	0.106	0.001	0.03	2.07	0.03	1.427	0.07	0.001	0.001	0	0.003	0	0.398	0.038
ASV_28	-1.846	8.853	0.367483492058131	0.908333544759177	NotSig	0.014	0.047	0	0	0	0.108	0	0	0	0	0	0	0.001	0.425	0	0	0	0	0
ASV_47	1.096	12.672	0.36806155932009	0.908333544759177	NotSig	0.613	0.359	0.005	0.005	2.749	0.553	0.917	0.672	0.002	0	0.085	0.002	0.736	0.506	1.325	0.431	0.145	0.004	0
ASV_52	0.83	12.049	0.369567003423561	0.908333544759177	NotSig	0.472	0.266	0.94	0.09	0.159	0.059	0.044	0.412	1.203	0.864	1.58	0.096	0.067	0.019	0.158	0.06	0.025	0.195	0.194
ASV_200	0.761	11.079	0.373182642265271	0.908333544759177	NotSig	0.215	0.15	0.07	0.113	0.085	0.679	0.547	0.121	0.05	0.053	0.08	0.138	0.065	0.075	0.673	0.122	0.049	0.104	0.042
ASV_120	-1.017	9.088	0.374904074089341	0.908333544759177	NotSig	0.025	0.047	0.002	0.004	0.001	0	0.094	0.004	0.036	0.06	0	0.002	0.004	0.075	0.041	0.14	0.002	0.069	0.093
ASV_18	0.892	12.367	0.376385324451962	0.908333544759177	NotSig	0.525	0.347	0.262	2.828	0.02	0.234	0.458	0.232	0.066	0.104	0.164	2.046	0.01	0.039	0.309	0.046	0.003	0.401	0.101
ASV_151	-0.997	10.319	0.382471047358365	0.908333544759177	NotSig	0.065	0.143	0.007	0.001	0.043	0.019	0.404	0.047	0.002	0	0.008	0.065	0.03	0.489	0.421	0.197	0.008	0.07	0
ASV_82	-0.995	11.557	0.386962587599229	0.908333544759177	NotSig	0.175	0.353	0.012	0.05	0.036	0.059	0.778	0.463	0	0.004	0.062	0.063	0.019	0.026	1.856	0.26	0.874	0.016	0
ASV_154	-0.847	11.451	0.387269683805706	0.908333544759177	NotSig	0.132	0.232	0.046	0.071	0.171	0.079	0.093	0.051	0.009	0.538	0.056	0.102	0.079	0.635	0.174	0.13	0.008	0.019	0.884
ASV_93	-0.872	11.949	0.394051551377786	0.908333544759177	NotSig	0.22	0.398	0.282	0.161	0.457	0.176	0.275	0.408	0.002	0	0.169	0.165	0.823	0.403	1.212	0.322	0.482	0.006	0.003
ASV_13	0.769	13.395	0.39773184800106	0.908333544759177	NotSig	1.176	0.639	3.142	0.296	0.146	0.182	0.11	0.651	2.143	2.735	2.982	0.389	0.086	0.133	0.239	0.315	0.114	0.853	0.635
ASV_107	0.906	9.017	0.419594008463489	0.914515846819963	NotSig	0.044	0.022	0.003	0.001	0.133	0.174	0.009	0.017	0.011	0.005	0.015	0	0.113	0.026	0.013	0.014	0.015	0.001	0
ASV_127	0.928	10.007	0.426189187078055	0.914515846819963	NotSig	0.115	0.066	0.444	0.194	0.002	0.028	0	0	0.102	0.153	0.327	0.191	0.002	0	0.008	0.007	0.002	0.016	0.044
ASV_2	-0.748	15.905	0.426506411386194	0.914515846819963	NotSig	3.786	5.651	2.066	1.906	4.106	3.455	10.433	7.852	0.138	0.333	2.275	4.014	6.094	3.257	7.295	11.431	16.075	0.33	0.085
ASV_21	-0.737	12.975	0.427214969010078	0.914515846819963	NotSig	0.579	0.908	0.604	0.186	0.124	0.111	0.889	2.26	0.07	0.392	0.166	0.354	0.68	0.129	0.452	5.893	0.048	0.355	0.094
ASV_104	0.841	11.212	0.446542848507	0.914515846819963	NotSig	0.237	0.118	0.102	1.232	0.02	0.003	0.008	0.085	0.425	0.018	0.113	0.245	0.013	0.016	0.006	0.217	0	0.443	0.011
ASV_87	0.713	10.789	0.454390604217216	0.914515846819963	NotSig	0.194	0.134	0.116	0.539	0.01	0.022	0.121	0.568	0.093	0.088	0.266	0.624	0.016	0.007	0.182	0.012	0.003	0.065	0.028
ASV_71	0.676	9.28	0.458416275621269	0.914515846819963	NotSig	0.06	0.045	0	0.038	0.022	0.202	0.055	0.081	0.073	0.009	0.026	0.065	0.017	0.025	0.19	0.045	0.023	0.009	0.007
ASV_44	-0.709	11.948	0.464413248600654	0.914515846819963	NotSig	0.301	0.402	1.685	0.072	0.036	0.088	0.108	0.121	0.282	0.019	1.35	0.126	0.119	0.03	0.239	0.883	0.843	0.012	0.015
ASV_159	0.719	11.387	0.465987811581243	0.914515846819963	NotSig	0.324	0.14	1.865	0.074	0.012	0.036	0.024	0.087	0.073	0.422	0.35	0.137	0.018	0.045	0.026	0.067	0.025	0.029	0.568
ASV_17	0.649	12.672	0.473651028483755	0.914515846819963	NotSig	0.667	0.481	0.401	0.236	0.564	0.884	1.049	0.478	1.684	0.039	0.266	0.019	0.259	0.528	1.944	0.859	0.422	0.013	0.015
ASV_12	0.776	13.454	0.482111651716401	0.914515846819963	NotSig	1.232	0.7	0.012	0.01	0.843	4.69	0.922	3.364	0.007	0.005	0.011	0.046	0.708	0.74	1.849	1.868	1.046	0.022	0.013
ASV_134	-0.638	10.32	0.485683208335054	0.914515846819963	NotSig	0.073	0.11	0.031	0.034	0.062	0.197	0.17	0.032	0.002	0.055	0.03	0.035	0.144	0.254	0.154	0.151	0.193	0.012	0.02
ASV_66	-0.802	9.249	0.490801792110697	0.914515846819963	NotSig	0.029	0.047	0	0.059	0.007	0.005	0.011	0	0.061	0.094	0	0.075	0.005	0.118	0.009	0.026	0	0.134	0.053
ASV_115	0.683	10.271	0.497881056034512	0.914515846819963	NotSig	0.118	0.086	0.014	0.008	0.072	0.327	0.448	0.064	0.009	0.002	0.013	0.011	0.037	0.155	0.177	0.348	0.015	0.016	0.004
ASV_67	-0.699	9.47	0.51073318363712	0.914515846819963	NotSig	0.045	0.088	0.009	0.004	0.016	0.006	0.179	0.106	0.021	0.016	0.002	0.007	0	0.028	0.642	0.033	0.01	0.059	0.015
ASV_117	-0.628	8.74	0.514244309822207	0.914515846819963	NotSig	0.024	0.031	0.029	0.022	0.02	0.028	0.004	0.002	0.057	0.028	0.038	0.03	0.006	0.042	0	0.029	0.005	0.043	0.088
ASV_125	0.802	6.266	0.517350686495792	0.914515846819963	NotSig	0.005	0.002	0.002	0.003	0	0	0.003	0	0.03	0	0.002	0	0	0.013	0.003	0.002	0	0.001	0
ASV_143	-0.625	10.54	0.522824061742172	0.914515846819963	NotSig	0.081	0.116	0.024	0.052	0.217	0.164	0.086	0.074	0.004	0.026	0.034	0.082	0.403	0.135	0.041	0.135	0.206	0.001	0.004
ASV_140	-0.708	11.486	0.533643149176821	0.914515846819963	NotSig	0.154	0.3	0.066	0.003	0.237	0.907	0.003	0.004	0.002	0.012	0.048	0.005	0.182	0.534	0.044	1.705	0.162	0.01	0.012
ASV_176	-0.782	11.986	0.533907997144238	0.914515846819963	NotSig	0.199	0.248	0.114	0.003	0.011	0.011	0.012	0.009	0.166	1.265	0.031	0.005	0.01	0.012	0.006	0.039	0	1.875	0.256
ASV_124	0.579	9.936	0.545095202432333	0.914515846819963	NotSig	0.093	0.062	0.199	0.296	0.098	0.029	0.018	0.091	0.007	0.005	0.159	0.144	0.019	0.052	0.052	0.009	0.002	0.116	0.004
ASV_29	0.548	11.902	0.555230170225869	0.914515846819963	NotSig	0.368	0.327	0.163	1.569	0.025	0.08	0.112	0.659	0.116	0.221	0.923	1.063	0.012	0.059	0.603	0.151	0.036	0.035	0.057
ASV_99	0.585	9.475	0.558098395097753	0.914515846819963	NotSig	0.074	0.047	0.223	0.136	0.053	0.006	0.019	0.085	0.068	0	0.136	0.144	0.005	0.016	0.027	0.021	0	0.072	0.005
ASV_103	-0.526	8.95	0.559588075646616	0.914515846819963	NotSig	0.034	0.044	0.017	0.007	0.019	0.025	0.012	0.132	0.018	0.042	0.03	0.212	0.01	0.045	0.005	0.01	0.008	0.047	0.031
ASV_149	0.555	10.484	0.562514654759257	0.914515846819963	NotSig	0.131	0.11	0.173	0.075	0.317	0.066	0.248	0.162	0.002	0.004	0.335	0.287	0.047	0.122	0.089	0.091	0.015	0.001	0.005
ASV_20	-0.563	11.861	0.566479409489016	0.914515846819963	NotSig	0.241	0.332	0.056	0.012	0.13	0.428	0.929	0.264	0.086	0.025	0.054	0.012	0.101	0.577	0.492	0.829	0.897	0.012	0.018
ASV_121	0.566	10.596	0.56702611237036	0.914515846819963	NotSig	0.16	0.099	0.041	0.027	0.099	0.577	0.059	0.461	0.009	0.004	0.028	0.011	0.074	0.064	0.191	0.293	0.218	0.01	0.001
ASV_156	0.698	5.926	0.568072825338105	0.914515846819963	NotSig	0.002	0.001	0	0.001	0.001	0.014	0.001	0	0	0	0	0	0	0.006	0.001	0.002	0.003	0	0
ASV_51	-0.49	10.704	0.569018936680993	0.914515846819963	NotSig	0.11	0.14	0.065	0.266	0.038	0.045	0.098	0.159	0.122	0.086	0.115	0.081	0.018	0.057	0.408	0.058	0.02	0.251	0.252
ASV_24	-0.945	11.151	0.569478127324053	0.914515846819963	NotSig	0.158	0.212	0	0	0.067	0.197	0	0.895	0.107	0	0	0	0.001	1.893	0	0.009	0	0.007	0
ASV_112	-0.614	10.916	0.572927772445464	0.914515846819963	NotSig	0.147	0.218	0.857	0.206	0.008	0.008	0.007	0.03	0.041	0.019	1.624	0.138	0.004	0.022	0.006	0.045	0.01	0.104	0.009
ASV_79	-0.563	12.023	0.57360165540187	0.914515846819963	NotSig	0.264	0.33	0.23	0.042	0.362	0.559	0.592	0.319	0.004	0.007	0.094	0.163	0.148	0.528	0.39	0.197	1.437	0.007	0.008
ASV_36	-0.543	12.918	0.581372714828286	0.917690924994825	NotSig	0.496	0.821	0.15	0.139	0.598	0.164	2.237	0.606	0.004	0.069	0.174	0.168	0.18	2.814	2.445	1.366	0.125	0.103	0.016
ASV_54	-0.547	12.209	0.597466069388837	0.917690924994825	NotSig	0.302	0.313	0.117	0.941	0.078	0.006	0.113	0.627	0.064	0.469	0.067	0.084	0.004	0.086	0.123	0.092	0.026	0.176	2.161
ASV_5	0.507	15.477	0.597712960373251	0.917690924994825	NotSig	4.064	2.944	1.046	1.108	9.001	4.934	11.763	4.339	0.116	0.208	0.969	1.983	10.497	0.879	8.526	2.118	1.158	0.186	0.178
ASV_91	0.504	9.598	0.606024889616529	0.917690924994825	NotSig	0.089	0.041	0.002	0.029	0.029	0.108	0.046	0.476	0.009	0.014	0.007	0.082	0.068	0.023	0.027	0.007	0.008	0.006	0.14
ASV_148	-0.732	11.173	0.614266614779138	0.917690924994825	NotSig	0.113	0.177	0.002	0.003	0.017	0	0	0.004	0.15	0.729	0	0.002	0.013	0	0	0.685	0.002	0.719	0.175
ASV_141	0.512	10.682	0.614489309012407	0.917690924994825	NotSig	0.152	0.113	0.009	0.008	0.111	0.351	0.584	0.142	0.007	0.004	0.1	0.012	0.242	0.103	0.394	0.103	0.056	0.006	0.001
ASV_10	0.552	5.35	0.627181662165261	0.917690924994825	NotSig	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.001	0
ASV_76	-0.438	11.48	0.627989261599724	0.917690924994825	NotSig	0.168	0.217	0.114	0.057	0.472	0.275	0.07	0.147	0.007	0.203	0.202	0.084	0.656	0.094	0.226	0.159	0.437	0.04	0.054
ASV_147	-0.523	11.056	0.636444258763505	0.917690924994825	NotSig	0.187	0.169	0.328	0.031	0.036	0.01	0.182	0.91	0	0.002	0.015	0.142	0.88	0.046	0.163	0.25	0.007	0.015	0.001
ASV_65	0.465	12.916	0.638955910787995	0.917690924994825	NotSig	0.718	0.518	1.41	1.926	0.024	0.219	0.106	0.019	0.937	1.103	2.201	0.604	0.012	0.099	0.338	0.053	0.007	0.809	0.543
ASV_72	0.476	9.889	0.642103270941336	0.917690924994825	NotSig	0.07	0.052	0.022	0.02	0.233	0.046	0.004	0.03	0.014	0.189	0.021	0.005	0.193	0.08	0	0.115	0.015	0.012	0.026
ASV_311	0.384	9.639	0.654394042768147	0.917690924994825	NotSig	0.071	0.058	0.046	0.045	0.035	0.065	0.277	0.07	0.005	0.025	0.057	0.091	0.065	0.064	0.102	0.106	0.026	0.009	0.005
ASV_105	0.547	7.527	0.654613893981633	0.917690924994825	NotSig	0.019	0.007	0	0	0	0.014	0.001	0.106	0.014	0.014	0	0	0.002	0.007	0.005	0.003	0	0.028	0.016
ASV_207	0.536	9.164	0.663221483524927	0.917690924994825	NotSig	0.044	0.024	0.007	0	0.001	0.05	0.004	0.002	0.046	0.245	0.002	0	0	0.01	0.013	0.019	0.002	0.138	0.035
ASV_35	-0.396	11.699	0.663562640590076	0.917690924994825	NotSig	0.273	0.253	0.585	0.329	0.078	0.059	0.1	0.778	0.175	0.081	0.36	0.505	0.011	0.023	0.096	0.091	0.03	0.341	0.824
ASV_407	-0.541	7.945	0.665892142114911	0.917690924994825	NotSig	0.014	0.016	0	0	0.004	0	0.054	0.011	0.029	0.014	0	0	0.004	0.012	0.056	0.002	0	0.069	0.007
ASV_81	0.465	12.235	0.667905229434103	0.917690924994825	NotSig	0.475	0.325	0.585	0.777	0.01	0.006	0.03	0.026	1.979	0.392	1.536	0.31	0.01	0.009	0.185	0.048	0	0.53	0.297
ASV_77	-0.476	12.403	0.683548573056674	0.931610555214337	NotSig	0.293	0.417	0.133	0.067	1.539	0.135	0.217	0.247	0	0.009	0.087	0.061	1.926	0.454	0.624	0.265	0.338	0	0
ASV_116	-0.438	11.099	0.692229409785066	0.934537159590616	NotSig	0.19	0.192	0.418	0.106	0.099	0.038	0.063	0.795	0	0	0.085	0.217	0.644	0.013	0.155	0.556	0.049	0.007	0
ASV_23	-0.351	13.232	0.696755515434424	0.934537159590616	NotSig	0.671	0.845	0.425	0.741	0.048	0.233	0.3	0.678	1.367	1.575	2.005	2.284	0.062	0.046	0.554	0.33	0.091	1.631	0.6
ASV_84	0.368	11.236	0.73675563476389	0.959589806664047	NotSig	0.18	0.134	0.204	0.004	0.872	0.266	0.015	0.07	0.002	0.011	0.13	0.011	0.59	0.042	0.063	0.122	0.246	0.001	0.003
