feature	method	group1	group2	p_values	adj_method	p_adjust	pathway_name	pathway_description	pathway_class	pathway_map
ko00626	LinDA	DSmed	HSmed	0.00936789556064313	none	0.00936789556064313	Naphthalene degradation	NA	Metabolism; Xenobiotics biodegradation and metabolism	Naphthalene degradation
ko00100	LinDA	DSmed	HSmed	0.00176944865650104	none	0.00176944865650104	Steroid biosynthesis	NA	Metabolism; Lipid metabolism	Steroid biosynthesis
ko05219	LinDA	DSmed	HSmed	0.00479233177015253	none	0.00479233177015253	Bladder cancer	The urothelium covers the luminal surface of almost the entire urinary tract, extending from the renal pelvis, through the ureter and bladder, to the proximal urethra. The majority of urothelial carcinoma are bladder carcinomas, and urothelial carcinomas of the renal pelvis and ureter account for only approximately 7% of the total. Urothelial tumours arise and evolve through divergent phenotypic pathways. Some tumours progress from urothelial hyperplasia to low-grade non-invasive superficial papillary tumours. More aggressive variants arise either from flat, high-grade carcinoma in situ (CIS) and progress to invasive tumours, or they arise de novo as invasive tumours. Low-grade papillary tumors frequently show a constitutive activation of the receptor tyrosine kinase-Ras pathway, exhibiting activating mutations in the HRAS and fibroblast growth factor receptor 3 (FGFR3) genes. In contrast, CIS and invasive tumors frequently show alterations in the TP53 and RB genes and pathways. Invasion and metastases are promoted by several factors that alter the tumour microenvironment, including the aberrant expression of E-cadherins (E-cad), matrix metalloproteinases (MMPs), angiogenic factors such as vascular endothelial growth factor (VEGF).	Human Diseases; Cancer: specific types	Bladder cancer
ko05214	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	Glioma	Gliomas are the most common of the primary brain tumors and account for more than 40% of all central nervous system neoplasms. Gliomas include tumours that are composed predominantly of astrocytes (astrocytomas), oligodendrocytes (oligodendrogliomas), mixtures of various glial cells (for example,oligoastrocytomas) and ependymal cells (ependymomas). The most malignant form of infiltrating astrocytoma - glioblastoma multiforme (GBM) - is one of the most aggressive human cancers. GBM may develop de novo (primary glioblastoma) or by progression from low-grade or anaplastic astrocytoma (secondary glioblastoma). Primary glioblastomas develop in older patients and typically show genetic alterations (EGFR amplification, p16/INK4a deletion, and PTEN mutations) at frequencies of 24-34%. Secondary glioblastomas develop in younger patients and frequently show overexpression of PDGF and CDK4 as well as p53 mutations (65%) and loss of Rb playing major roles in such transformations. Loss of PTEN has been implicated in both pathways, although it is much more common in the pathogenesis of primary GBM.	Human Diseases; Cancer: specific types	Glioma
ko04916	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	Melanogenesis	Cutaneous melanin pigment plays a critical role in camouflage, mimicry, social communication, and protection against harmful effects of solar radiation. Melanogenesis is under complex regulatory control by multiple agents. The most important positive regulator of melanogenesis is the MC1 receptor with its ligands melanocortic peptides. MC1R activates the cyclic AMP (cAMP) response-element binding protein (CREB). Increased expression of MITF and its activation by phosphorylation (P) stimulate the transcription of tyrosinase (TYR), tyrosinase-related protein 1 (TYRP1), and dopachrome tautomerase (DCT), which produce melanin. Melanin synthesis takes place within specialized intracellular organelles named melanosomes. Melanin-containing melanosomes then move from the perinuclear region to the dendrite tips and are transferred to keratinocytes by a still not well-characterized mechanism.	Organismal Systems; Endocrine system	Melanogenesis
ko04114	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	Oocyte meiosis	During meiosis, a single round of DNA replication is followed by two rounds of chromosome segregation, called meiosis I and meiosis II. At meiosis I, homologous chromosomes recombine and then segregate to opposite poles, while the sister chromatids segregate from each other at meoisis II. In vertebrates, immature oocytes are arrested at the PI (prophase of meiosis I). The resumption of meiosis is stimulated by progesterone, which carries the oocyte through two consecutive M-phases (MI and MII) to a second arrest at MII. The key activity driving meiotic progression is the MPF (maturation-promoting factor), a heterodimer of CDC2 (cell division cycle 2 kinase) and cyclin B. In PI-arrested oocytes, MPF is initially inactive and is activated by the dual-specificity CDC25C phosphatase as the result of new synthesis of Mos induced by progesterone. MPF activation mediates the transition from the PI arrest to MI. The subsequent decrease in MPF levels, required to exit from MI into interkinesis, is induced by a negative feedback loop, where CDC2 brings about the activation of the APC (anaphase-promoting complex), which mediates destruction of cyclin B. Re-activation of MPF for MII requires re-accumulation of high levels of cyclin B as well as the inactivation of the APC by newly synthesized Emi2 and other components of the CSF (cytostatic factor), such as cyclin E or high levels of Mos. CSF antagonizes the ubiquitin ligase activity of the APC, preventing cyclin B destruction and meiotic exit until fertilization occurs. Fertilization triggers a transient increase in cytosolic free Ca2+, which leads to CSF inactivation and cyclin B destruction through the APC. Then eggs are released from MII into the first embryonic cell cycle.	Cellular Processes; Cell growth and death	Oocyte meiosis
ko03050	LinDA	DSmed	HSmed	0.0335816077955608	none	0.0335816077955608	Proteasome	The proteasome is a protein-destroying apparatus involved in many essential cellular functions, such as regulation of cell cycle, cell differentiation, signal transduction pathways, antigen processing for appropriate immune responses, stress signaling, inflammatory responses, and apoptosis. It is capable of degrading a variety of cellular proteins in a rapid and timely fashion and most substrate proteins are modified by ubiquitin before their degradation by the proteasome. The proteasome is a large protein complex consisting of a proteolytic core called the 20S particle and ancillary factors that regulate its activity in various ways. The most common form is the 26S proteasome containing one 20S core particle and two 19S regulatory particles that enable the proteasome to degrade ubiquitinated proteins by an ATP-dependent mechanism. Another form is the immunoproteasome containing two 11S regulatory particles, PA28 alpha and PA28 beta, which are induced by interferon gamma under the conditions of intensified immune response. Other regulatory particles include PA28 gamma and PA200. Although PA28 gamma also belongs to a family of activators of the 20S proteasome, it is localized within the nucleus and forms a homoheptamer. PA28 gamma has been implicated in the regulation of cell cycle progression and apoptosis. PA200 has been identified as a large nuclear protein that stimulates proteasomal hydrolysis of peptides.	Genetic Information Processing; Folding, sorting and degradation	Proteasome
ko04270	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	Vascular smooth muscle contraction	The vascular smooth muscle cell (VSMC) is a highly specialized cell whose principal function is contraction. On contraction, VSMCs shorten, thereby decreasing the diameter of a blood vessel to regulate the blood flow and pressure.	Organismal Systems; Circulatory system	Vascular smooth muscle contraction
ko03015	LinDA	DSmed	HSmed	0.0142703188967236	none	0.0142703188967236	mRNA surveillance pathway	The mRNA surveillance pathway is a quality control mechanism that detects and degrades abnormal mRNAs. These pathways include nonsense-mediated mRNA decay (NMD), nonstop mRNA decay (NSD), and no-go decay (NGD). NMD is a mechanism that eliminates mRNAs containing premature translation-termination codons (PTCs). In vertebrates, PTCs trigger efficient NMD when located upstream of an exon junction complex (EJC). Upf3, together with Upf1 and Upf2, may signal the presence of the PTC to the 5'end of the transcript, resulting in decapping and rapid exonucleolytic digestion of the mRNA. In the NSD pathway, which targets mRNAs lacking termination codons, the ribosome is believed to translate through the 3' untranslated region and stall at the end of the poly(A) tail. NSD involves an eRF3-like protein, Ski7p, which is hypothesized to bind the empty A site of the ribosome and recruit the exosome to degrade the mRNA from the 3' end. NGD targets mRNAs with stalls in translation elongation for endonucleolytic cleavage in a process involving the Dom34 and Hbs1 proteins.	Genetic Information Processing; Translation	mRNA surveillance pathway
ko05143	LinDA	DSmed	HSmed	0.00167936883767862	none	0.00167936883767862	African trypanosomiasis	Trypanosoma brucei, the parasite responsible for African trypanosomiasis (sleeping sickness), are spread by the tsetse fly in sub-Saharan Africa. The parasites are able to pass through the blood-brain barrier and cause neurological damage by inducing cytokines like TNF alpha, IFN gamma, and IL1. These cytokines and other metabolites such as nitric oxide and somnogenic prostaglandin D2 disturb circadian rhythms in patients with African trypanosomiasis.	Human Diseases; Infectious disease: parasitic	African trypanosomiasis
ko05144	LinDA	DSmed	HSmed	0.0066839212092564	none	0.0066839212092564	Malaria	Plasmodium protozoa are parasites that account for malaria infection. Sporozoite forms of the parasite are injected by mosquito bites under the skin and are carried to the liver where they develop into the merozoite form.	Human Diseases; Infectious disease: parasitic	Malaria
ko00053	LinDA	DSmed	HSmed	0.0127990597665809	none	0.0127990597665809	Ascorbate and aldarate metabolism	NA	Metabolism; Carbohydrate metabolism	Ascorbate and aldarate metabolism
ko00480	LinDA	DSmed	HSmed	0.00722997894181555	none	0.00722997894181555	Glutathione metabolism	NA	Metabolism; Metabolism of other amino acids	Glutathione metabolism
ko00643	LinDA	DSmed	HSmed	0.00104536740840033	none	0.00104536740840033	Styrene degradation	NA	Metabolism; Xenobiotics biodegradation and metabolism	Styrene degradation
ko05414	LinDA	DSmed	HSmed	0.00801768580025712	none	0.00801768580025712	Dilated cardiomyopathy	Dilated cardiomyopathy (DCM) is a heart muscle disease characterised by dilation and impaired contraction of the left or both ventricles that results in progressive heart failure and sudden cardiac death from ventricular arrhythmia. Genetically inherited forms of DCM ("familial" DCM) have been identified in 25-35% of patients presenting with this disease, and the inherited gene defects are an important cause of "familial" DCM. The pathophysiology may be separated into two categories: defects in force generation and defects in force transmission. In cases where an underlying pathology cannot be identified, the patient is diagnosed with an "idiopathic" DCM. Current hypotheses regarding causes of "idiopathic" DCM focus on myocarditis induced by enterovirus and subsequent autoimmune myocardium impairments. Antibodies to the beta1-adrenergic receptor (beta1AR), which are detected in a substantial number of patients with "idiopathic" DCM, may increase the concentration of intracellular cAMP and intracellular Ca2+, a condition often leading to a transient hyper-performance of the heart followed by depressed heart function and heart failure.	Human Diseases; Cardiovascular disease	Dilated cardiomyopathy
ko04614	LinDA	DSmed	HSmed	0.0320787114602397	none	0.0320787114602397	Renin-angiotensin system	The renin-angiotensin system (RAS) is a peptidergic system with endocrine characteristics regarding to the regulation of the blood pressure and hydro-electrolytic balance. In the classical RAS, the enzyme renin cleaves its substrate angiotensinogen (Agt) forming the decapeptide angiotensin I that is in turn cleaved by angiotensin-converting enzyme (ACE) to produce the angiotensin II (Ang II), a key player of this system. Ang II activates its AT1 receptor (AT1R), the principal receptor that mediates the majority of the known actions of Ang II in the kidney, including vasoconstriction, renal sodium (Na+) reabsorption, and aldosterone secretion, increasing blood pressure and contributing to the development of hypertension. In addition to (ACE)/Ang II/AT1R and AT2R axis, other signaling pathways in the RAS, such as ACE2/angiotensin-(1-7)/Mas and Ang IV/IRAP, and other active peptide of the RAS, with physiological relevance as Ang III, Ang A and alamandine, are now widely recognized.	Organismal Systems; Endocrine system	Renin-angiotensin system
ko02030	LinDA	DSmed	HSmed	0.0027173006466048	none	0.0027173006466048	Bacterial chemotaxis	Chemotaxis is the process by which cells sense chemical gradients in their environment and then move towards more favorable conditions. In chemotaxis, events at the receptors control autophosphorylation of the CheA histidine kinase, and the phosphohistidine is the substrate for the response regulator CheY, which catalyzes the transfer of the phosphoryl group to a conserved aspartate. The resulting CheY-P can interact with the switch mechanism in the motor. This interaction causes a change in behavior, such as in direction or speed of rotation of flagella.	Cellular Processes; Cell motility	Bacterial chemotaxis
ko04744	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	Phototransduction	Phototransduction is a biochemical process by which the photoreceptor cells generate electrical signals in response to captured photons. The vertebrate cascade starts with the absorption of photons by the photoreceptive pigments, the rhodopsins, which consist of a membrane embedded chromophore, 11-cis-retinal, and a G-protein-coupled receptor, opsin. The photon isomerizes 11-cis-retinal to all-trans-retinal which induces a structural change that activates the opsin. This triggers hydrolysis of cGMP by activating a transducinphosphodiesterase 6 (PDE6) cascade, which results in closure of the cGMP-gated cation channels (CNG) in the plasma membrane and membrane hyperpolarization. The hyperpolarization of the membrane potential of the photoreceptor cell modulates the release of neurotransmitters to downstream cells. Recovery from light involves the deactivation of the light- activated intermediates: photolyzed rhodopsin is phosphorylated by rhodopsin kinase (RK) and subsequently capped off by arrestin; GTP-binding transducin alpha subunit deactivates through a process that is stimulated by RGS9.	Organismal Systems; Sensory system	Phototransduction
ko04745	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	Phototransduction - fly	Phototransduction is the process that converts the signal of light (photons) into a change of membrane potential in photoreceptor cells. Drosophila visual signaling is initiated with the activation of rhodopsin by light. Rhodopsin is composed of a protein, opsin, covalently linked to a chromophore, 3-hydroxy-11-cis-retinal. Upon absorption of a light photon the chromophore is isomerized from the 11-cis to the all-trans configuration which induces a structural change that activates the opsin. This photoconversion activates heterotrimeric Gq protein via GTP-GDP exchange, releasing the G(alpha)q subunit. G(alpha)q activates PLC, generating InsP3 and DAG from PIP2. DAG may further release polyunsaturated fatty acids (PUFAs) via action of DAG lipase. This reaction leads to the opening of cation-selective channels (trp and trpl genes) and causes the depolarization of the photoreceptor cells. The transduction proteins rhodopsin, G(alpha)q, PLC, PKC, TRP, and TRPL are coordinated by a polymer of INAD scaffold proteins.	Organismal Systems; Sensory system	Phototransduction - fly
ko04971	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	Gastric acid secretion	Gastric acid is a key factor in normal upper gastrointestinal functions, including protein digestion and calcium and iron absorption, as well as providing some protection against bacterial infections. The principal stimulants of acid secretion at the level of the parietal cell are histamine (paracrine), gastrin (hormonal), and acetycholine (ACh; neurocrine). Stimulation of acid secretion typically involves an initial elevation of intracellular calcium and cAMP, followed by activation of protein kinase cascades, which trigger the translocation of the proton pump, H+,K+-ATPase, from cytoplasmic tubulovesicles to the apical plasma membrane and thereby H+ secretion into the stomach lumen.	Organismal Systems; Digestive system	Gastric acid secretion
ko04970	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	Salivary secretion	Saliva has manifold functions in maintaining the integrity of the oral tissues, in protecting teeth from caries, in the tasting and ingestion of food, in speech and in the tolerance of tenures, for example. Salivary secretion occurs in response to stimulation by neurotransmitters released from autonomic nerve endings. There are two secretory pathways: protein exocytosis and fluid secretion. Sympathetic stimulation leads to the activation of adenylate cyclase and accumulation of intracellular cAMP. The elevation of cAMP causes the secretion of proteins such as amylase and mucin. In contrast, parasympathetic stimulation activates phospholipase C and causes the elevation of intracellular Ca2+, which leads to fluid secretion; that is, water and ion transport. Ca2+ also induces amylase secretion, but the amount is smaller than that induced by cAMP.	Organismal Systems; Digestive system	Salivary secretion
ko05014	LinDA	DSmed	HSmed	0.0160918791598707	none	0.0160918791598707	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disorder characterized by a progressive degeneration of motor neurons in the brain and spinal cord. In 90% of patients, ALS is sporadic, with no clear genetic linkage. On the other hand, the remaining 10% of cases show familial inheritance, with mutations in SOD1, TDP43(TARDBP), FUS, or C9orf72 genes being the most frequent causes. In spite of such difference, familial ALS and sporadic ALS have similarities in their pathological features. Proposed disease mechanisms contributing to motor neuron degeneration in ALS are: impaired proteostasis, aberrant RNA processing, mitochondrial disfunction and oxidative stress, microglia activation, and axonal dysfunction.	Human Diseases; Neurodegenerative disease	Amyotrophic lateral sclerosis
ko04512	LinDA	DSmed	HSmed	0.00342423832830117	none	0.00342423832830117	ECM-receptor interaction	The extracellular matrix (ECM) consists of a complex mixture of structural and functional macromolecules and serves an important role in tissue and organ morphogenesis and in the maintenance of cell and tissue structure and function. Specific interactions between cells and the ECM are mediated by transmembrane molecules, mainly integrins and perhaps also proteoglycans, CD36, or other cell-surface-associated components. These interactions lead to a direct or indirect control of cellular activities such as adhesion, migration, differentiation, proliferation, and apoptosis. In addition, integrins function as mechanoreceptors and provide a force-transmitting physical link between the ECM and the cytoskeleton. Integrins are a family of glycosylated, heterodimeric transmembrane adhesion receptors that consist of noncovalently bound alpha- and beta-subunits.	Environmental Information Processing; Signaling molecules and interaction	ECM-receptor interaction
ko05410	LinDA	DSmed	HSmed	0.0112053254541893	none	0.0112053254541893	Hypertrophic cardiomyopathy	Hypertrophic cardiomyopathy (HCM) is a primary myocardial disorder with an autosomal dominant pattern of inheritance that is characterized by hypertrophy of the left ventricles with histological features of myocyte hypertrophy, myfibrillar disarray, and interstitial fibrosis. HCM is one of the most common inherited cardiac disorders, with a prevalence in young adults of 1 in 500. Hundreds of mutations in the genes that encode protein constituents of the sarcomere have been identified in HCM. These mutations increase the Ca2+ sensitivity of cardiac myofilaments. Increased myofilament Ca2+ sensitivity is expected to increase the ATP utilization by actomyosin at submaximal Ca2+ concentrations, which might cause an imbalance in energy supply and demand in the heart under severe stress. The inefficient use of ATP suggests that an inability to maintain normal ATP levels could be the central abnormality. This theory might be supported by the discovery of the role of a mutant PRKAG2 gene in HCM, which in active form acts as a central sensing mechanism protecting cells from depletion of ATP supplies. The increase in the myfilament Ca2+ sensitivity well account for the diastolic dysfunction of model animals as well as human patients of HCM. It has been widely proposed that left ventricular hypertrophy is not a primary manifestation but develops as compensatory response to sarcomere dysfunction.	Human Diseases; Cardiovascular disease	Hypertrophic cardiomyopathy
ko04514	LinDA	DSmed	HSmed	0.00342423832830117	none	0.00342423832830117	Cell adhesion molecules	Cell adhesion molecules (CAMs) are (glyco)proteins expressed on the cell surface and play a critical role in a wide array of biologic processes that include hemostasis, the immune response, inflammation, embryogenesis, and development of neuronal tissue. There are four main groups: the integrin family, the immunoglobulin superfamily, selectins, and cadherins. Membrane proteins that mediate immune cell&#8211;cell interactions fall into different categories, namely those involved in antigen recognition, costimulation and cellular adhesion. Furthermore cell-cell adhesions are important for brain morphology and highly coordinated brain functions such as memory and learning. During early development of the nervous system, neurons elongate their axons towards their targets and establish and maintain synapses through formation of cell-cell adhesions. Cell-cell adhesions also underpin axon-axon contacts and link neurons with supporting schwann cells and oligodendrocytes.	Environmental Information Processing; Signaling molecules and interaction	Cell adhesion molecules
ko04510	LinDA	DSmed	HSmed	0.00342423832830117	none	0.00342423832830117	Focal adhesion	Cell-matrix adhesions play essential roles in important biological processes including cell motility, cell proliferation, cell differentiation, regulation of gene expression and cell survival. At the cell-extracellular matrix contact points, specialized structures are formed and termed focal adhesions, where bundles of actin filaments are anchored to transmembrane receptors of the integrin family through a multi-molecular complex of junctional plaque proteins. Some of the constituents of focal adhesions participate in the structural link between membrane receptors and the actin cytoskeleton, while others are signalling molecules, including different protein kinases and phosphatases, their substrates, and various adapter proteins. Integrin signaling is dependent upon the non-receptor tyrosine kinase activities of the FAK and src proteins as well as the adaptor protein functions of FAK, src and Shc to initiate downstream signaling events. These signalling events culminate in reorganization of the actin cytoskeleton; a prerequisite for changes in cell shape and motility, and gene expression. Similar morphological alterations and modulation of gene expression are initiated by the binding of growth factors to their respective receptors, emphasizing the considerable crosstalk between adhesion- and growth factor-mediated signalling.	Cellular Processes; Cellular community - eukaryotes	Focal adhesion
ko04810	LinDA	DSmed	HSmed	0.00342423832830117	none	0.00342423832830117	Regulation of actin cytoskeleton	NA	Cellular Processes; Cell motility	Regulation of actin cytoskeleton
ko00944	LinDA	DSmed	HSmed	0.0240736122400782	none	0.0240736122400782	Flavone and flavonol biosynthesis	Flavones and flavonols (3-hydroxyflavones) are common flavonoids in the plant kingdom. They are synthesized as part of the flavonoid modification pathways in aglycone and glucoside forms.	Metabolism; Biosynthesis of other secondary metabolites	Flavone and flavonol biosynthesis
ko04113	LinDA	DSmed	HSmed	0.000185901466484777	none	0.000185901466484777	Meiosis - yeast	During meiosis, a single round of DNA replication is followed by two rounds of chromosome segregation, called meiosis I and meiosis II. At meiosis I, one pair of sister chromatids recombines with, then segregates from, its homologous pair, while the sister chromatids segregate from each other at meoisis II. In yeast, the switch to enter growth phase or meiosis phase is controlled by nutritional signals. At the onset of meiosis, nutritional signaling pathways converge on transcriptional regulation of Ime1. Ime1 is a transcriptional activator to promote expression of early meiosis-specific genes required for pre-meiotic DNA replication and meiotic recombination. Two of the early meiosis-specific genes, a transcriptional activator, Ndt80, and a CDK2 homolog, Ime2, are required for the transcription of middle meiosis-specific genes, which includes B-type cyclin genes and genes involved in spore wall formation. Polo-like kinase Cdc5, whose expression is activated by Ndt80, is required for the critical step in meiotic progression. Cdc5 regulates sister-kinetochore co-orientation by promoting the localization of Mam1 and Lrs4, components of the co-orientation complex, to kinetochores. Cdc5 also phosphorylates the meiotic cohesin subunit Rec8, which is essential for its cleavage and removal by separase. Moreover, Cdc5 promotes the release of protein phosphatase Cdc14 from the nuclezus, which is required for anaphase I spindle disassembly and exit from meiosis I. The centromeric protein Sgo1 is a key regulator of meiotic chromosome segregation. Sgo1 with PP2A may protect pericentromeric but not arm cohesion of sister chromatids during meiosis I. Sgo1 then disappears at meiosis II to allow sister chromatids to separate.	Cellular Processes; Cell growth and death	Meiosis - yeast
ko02040	LinDA	DSmed	HSmed	0.0135060602798983	none	0.0135060602798983	Flagellar assembly	NA	Cellular Processes; Cell motility	Flagellar assembly
ko04912	LinDA	DSmed	HSmed	0.0266879954213917	none	0.0266879954213917	GnRH signaling pathway	Gonadotropin-releasing hormone (GnRH) secretion from the hypothalamus acts upon its receptor in the anterior pituitary to regulate the production and release of the gonadotropins, LH and FSH. The GnRHR is coupled to Gq/11 proteins to activate phospholipase C which transmits its signal to diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3). DAG activates the intracellular protein kinase C (PKC) pathway and IP3 stimulates release of intracellular calcium. In addition to the classical Gq/11, coupling of Gs is occasionally observed in a cell-specific fashion. Signaling downstream of protein kinase C (PKC) leads to transactivation of the epidermal growth factor (EGF) receptor and activation of mitogen-activated protein kinases (MAPKs), including extracellular-signal-regulated kinase (ERK), Jun N-terminal kinase (JNK) and p38 MAPK. Active MAPKs translocate to the nucleus, resulting in activation of transcription factors and rapid induction of early genes.	Organismal Systems; Endocrine system	GnRH signaling pathway
